invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I998126,C310378,Cosmetics,2,81.32,2/11/2022,Metrocity
I161778,C207278,Cosmetics,4,162.64,28-03-2021,Istinye Park
I823731,C320066,Cosmetics,2,81.32,22-02-2023,Metrocity
I246979,C315339,Souvenir,1,11.73,2/1/2021,Zorlu Center
I320240,C123066,Cosmetics,3,121.98,3/3/2021,Kanyon
I335407,C283665,Clothing,5,1500.4,20-08-2021,Mall of Istanbul
I140716,C171471,Cosmetics,3,121.98,22-06-2022,Zorlu Center
I188212,C700713,Clothing,2,600.16,10/1/2022,Istinye Park
I261980,C269903,Clothing,2,600.16,7/3/2023,Viaport Outlet
I329880,C223127,Toys,1,35.84,25-09-2022,Metropol AVM
I232232,C955045,Clothing,1,300.08,8/3/2023,Metrocity
I614293,C134351,Cosmetics,5,203.3,11/2/2023,Metrocity
I107334,C336567,Toys,5,179.2,8/4/2021,Metropol AVM
I480609,C246944,Souvenir,3,35.19,5/7/2022,Emaar Square Mall
I263684,C814855,Clothing,1,300.08,18-10-2021,Kanyon
I560042,C167972,Clothing,3,900.24,5/1/2022,Metrocity
I144643,C194904,Shoes,5,3000.85,29-12-2022,Metropol AVM
I296023,C250011,Food & Beverage,5,26.15,7/4/2021,Zorlu Center
I480306,C118418,Shoes,1,600.17,2/5/2021,Zorlu Center
I158103,C276144,Food & Beverage,5,26.15,29-06-2022,Mall of Istanbul
I278202,C339561,Clothing,5,1500.4,9/8/2021,Metrocity
I337756,C366899,Books,3,45.45,12/3/2021,Kanyon
I181714,C300434,Books,5,75.75,1/1/2021,Mall of Istanbul
I113715,C149292,Clothing,5,1500.4,12/5/2021,Mall of Istanbul
I187971,C253528,Cosmetics,2,81.32,1/1/2022,Metropol AVM
I267492,C213632,Cosmetics,4,162.64,1/12/2022,Mall of Istanbul
I325393,C745337,Books,1,15.15,17-08-2021,Metropol AVM
I109163,C190932,Cosmetics,2,81.32,2/12/2021,Metrocity
I157804,C152127,Toys,2,71.68,28-01-2023,Forum Istanbul
I150537,C149682,Food & Beverage,4,20.92,7/3/2022,Mall of Istanbul
I276972,C219011,Books,2,30.3,18-06-2022,Kanyon
I215361,C933792,Food & Beverage,2,10.46,24-02-2022,Zorlu Center
I266612,C319220,Toys,4,143.36,9/1/2023,Metropol AVM
I223247,C241411,Toys,1,35.84,7/8/2021,Cevahir AVM
I221425,C296588,Shoes,5,3000.85,19-12-2022,Kanyon
I214064,C371538,Technology,2,2100,25-06-2021,Kanyon
I223987,C208939,Cosmetics,5,203.3,8/1/2022,Mall of Istanbul
I235044,C880928,Toys,1,35.84,17-02-2021,Metrocity
I273229,C281269,Technology,1,1050,8/2/2022,Kanyon
I338574,C306781,Technology,2,2100,11/2/2023,Cevahir AVM
I835982,C245444,Clothing,5,1500.4,1/10/2022,Kanyon
I141388,C792141,Cosmetics,3,121.98,17-04-2022,Kanyon
I216283,C206840,Cosmetics,2,81.32,29-01-2021,Metrocity
I126340,C253883,Shoes,5,3000.85,18-02-2022,Metrocity
I216614,C269616,Food & Beverage,5,26.15,16-03-2022,Metropol AVM
I167042,C195828,Clothing,5,1500.4,13-07-2022,Mall of Istanbul
I832730,C314322,Toys,1,35.84,8/2/2023,Mall of Istanbul
I814296,C124780,Toys,2,71.68,6/1/2023,Metrocity
I147826,C672064,Technology,2,2100,27-08-2022,Istinye Park
I651305,C432617,Cosmetics,1,40.66,9/5/2022,Mall of Istanbul
I242718,C152930,Cosmetics,1,40.66,1/4/2021,Mall of Istanbul
I263030,C163766,Clothing,3,900.24,30-07-2021,Mall of Istanbul
I243410,C196225,Clothing,3,900.24,2/4/2021,Metropol AVM
I258656,C327351,Clothing,1,300.08,28-02-2022,Viaport Outlet
I272600,C256339,Clothing,5,1500.4,22-03-2021,Viaport Outlet
I718139,C691915,Cosmetics,2,81.32,8/5/2022,Cevahir AVM
I306199,C262109,Souvenir,1,11.73,4/9/2021,Metrocity
I135662,C755295,Clothing,2,600.16,9/12/2022,Zorlu Center
I836861,C186902,Souvenir,2,23.46,22-04-2021,Zorlu Center
I176524,C223823,Shoes,4,2400.68,2/7/2022,Metrocity
I499274,C121504,Shoes,4,2400.68,8/8/2022,Kanyon
I726488,C941154,Books,1,15.15,26-11-2022,Istinye Park
I146034,C630535,Cosmetics,2,81.32,24-08-2022,Istinye Park
I420674,C557365,Clothing,4,1200.32,11/6/2021,Istinye Park
I276752,C142537,Toys,5,179.2,25-11-2021,Kanyon
I133049,C253731,Food & Beverage,2,10.46,5/8/2021,Metrocity
I192404,C829863,Clothing,5,1500.4,9/4/2022,Kanyon
I101587,C434876,Technology,5,5250,11/1/2022,Metropol AVM
I343026,C314237,Clothing,4,1200.32,5/12/2022,Mall of Istanbul
I317642,C122937,Toys,4,143.36,21-04-2022,Mall of Istanbul
I209187,C294806,Toys,2,71.68,27-12-2021,Forum Istanbul
I167033,C341133,Shoes,3,1800.51,11/12/2021,Kanyon
I223884,C257684,Food & Beverage,3,15.69,10/10/2022,Emaar Square Mall
I272835,C164612,Clothing,4,1200.32,22-12-2022,Emaar Square Mall
I164432,C140476,Clothing,5,1500.4,5/11/2022,Kanyon
I145832,C842560,Toys,3,107.52,24-12-2021,Metropol AVM
I876811,C330523,Clothing,4,1200.32,15-10-2022,Istinye Park
I881076,C228897,Clothing,1,300.08,18-10-2022,Kanyon
I137426,C422075,Food & Beverage,2,10.46,22-04-2022,Cevahir AVM
I119660,C275710,Clothing,3,900.24,22-09-2022,Mall of Istanbul
I995901,C796414,Technology,1,1050,8/2/2021,Kanyon
I615716,C299770,Cosmetics,5,203.3,24-02-2023,Metropol AVM
I328902,C143229,Shoes,1,600.17,24-02-2021,Mall of Istanbul
I119395,C181696,Clothing,2,600.16,31-03-2021,Metropol AVM
I172500,C621799,Books,3,45.45,9/6/2022,Cevahir AVM
I180281,C177274,Clothing,3,900.24,27-01-2021,Metrocity
I308858,C189529,Toys,1,35.84,11/5/2021,Forum Istanbul
I304800,C228988,Clothing,3,900.24,14-02-2022,Emaar Square Mall
I146109,C468939,Shoes,5,3000.85,1/4/2021,Mall of Istanbul
I222570,C244763,Cosmetics,1,40.66,15-04-2021,Metrocity
I253899,C239182,Shoes,2,1200.34,15-12-2021,Zorlu Center
I567719,C315539,Technology,1,1050,21-01-2022,Zorlu Center
I261642,C919356,Food & Beverage,1,5.23,7/3/2021,Mall of Istanbul
I227925,C386236,Clothing,5,1500.4,27-01-2023,Kanyon
I234598,C145625,Technology,4,4200,15-09-2021,Metrocity
I263270,C479589,Souvenir,2,23.46,3/12/2021,Metrocity
I115053,C279141,Clothing,5,1500.4,20-12-2021,Emaar Square Mall
I952049,C255199,Clothing,5,1500.4,24-01-2022,Forum Istanbul
I267363,C304910,Food & Beverage,1,5.23,5/10/2021,Cevahir AVM
I247050,C150992,Clothing,4,1200.32,16-05-2021,Kanyon
I832072,C107646,Toys,5,179.2,2/6/2021,Metropol AVM
I186490,C297442,Shoes,1,600.17,2/12/2022,Viaport Outlet
I149087,C241236,Technology,4,4200,24-02-2023,Metropol AVM
I248450,C182461,Books,4,60.6,26-05-2021,Forum Istanbul
I319936,C307317,Clothing,3,900.24,5/11/2021,Metropol AVM
I317815,C262155,Shoes,2,1200.34,16-12-2021,Metropol AVM
I337409,C141799,Toys,4,143.36,24-09-2021,Kanyon
I195367,C179280,Clothing,5,1500.4,23-08-2021,Mall of Istanbul
I313694,C769138,Toys,4,143.36,8/12/2022,Viaport Outlet
I305546,C196550,Toys,1,35.84,21-06-2022,Mall of Istanbul
I292329,C827054,Cosmetics,3,121.98,14-07-2021,Emaar Square Mall
I196709,C288980,Food & Beverage,2,10.46,21-10-2022,Kanyon
I298327,C329744,Clothing,2,600.16,24-10-2022,Kanyon
I737119,C225820,Clothing,2,600.16,6/7/2022,Forum Istanbul
I302287,C807317,Toys,2,71.68,18-05-2022,Mall of Istanbul
I278001,C753945,Clothing,2,600.16,19-07-2022,Kanyon
I323003,C831848,Books,4,60.6,21-04-2022,Viaport Outlet
I153111,C227410,Shoes,5,3000.85,28-10-2022,Forum Istanbul
I124468,C298383,Clothing,2,600.16,26-11-2021,Kanyon
I485587,C173332,Souvenir,4,46.92,3/11/2021,Cevahir AVM
I217114,C149297,Clothing,2,600.16,29-08-2022,Kanyon
I145298,C160115,Food & Beverage,5,26.15,15-09-2022,Mall of Istanbul
I674453,C378926,Books,4,60.6,31-01-2022,Viaport Outlet
I850326,C189591,Clothing,5,1500.4,7/10/2022,Istinye Park
I663903,C319872,Clothing,1,300.08,29-10-2021,Kanyon
I294669,C281777,Food & Beverage,4,20.92,7/9/2021,Zorlu Center
I290369,C146808,Clothing,2,600.16,9/2/2022,Metrocity
I527926,C222018,Clothing,2,600.16,1/3/2022,Kanyon
I908995,C183287,Toys,5,179.2,11/2/2023,Kanyon
I316362,C141216,Clothing,3,900.24,2/1/2021,Metrocity
I145971,C418514,Clothing,2,600.16,8/3/2023,Viaport Outlet
I238813,C337953,Technology,2,2100,23-01-2022,Zorlu Center
I285581,C431965,Souvenir,2,23.46,29-11-2021,Istinye Park
I339244,C201238,Books,4,60.6,3/7/2022,Cevahir AVM
I129411,C478821,Books,3,45.45,12/7/2022,Mall of Istanbul
I319995,C888269,Shoes,1,600.17,19-06-2022,Mall of Istanbul
I597379,C961165,Cosmetics,5,203.3,4/4/2022,Mall of Istanbul
I653311,C139434,Technology,4,4200,9/5/2022,Cevahir AVM
I239757,C260868,Clothing,4,1200.32,24-03-2021,Zorlu Center
I497556,C219416,Toys,5,179.2,5/10/2022,Viaport Outlet
I298658,C299687,Souvenir,4,46.92,26-09-2021,Mall of Istanbul
I192220,C131426,Clothing,5,1500.4,30-09-2022,Metrocity
I162753,C609386,Clothing,1,300.08,19-01-2023,Metrocity
I524941,C201516,Clothing,5,1500.4,9/3/2022,Mall of Istanbul
I255922,C300864,Food & Beverage,4,20.92,8/2/2022,Metrocity
I183079,C243292,Food & Beverage,5,26.15,10/7/2021,Emaar Square Mall
I334596,C149498,Clothing,4,1200.32,26-07-2022,Forum Istanbul
I793764,C627977,Cosmetics,5,203.3,24-02-2022,Kanyon
I216604,C145221,Cosmetics,2,81.32,2/11/2021,Metropol AVM
I316713,C223137,Food & Beverage,5,26.15,3/11/2022,Cevahir AVM
I272672,C264100,Toys,1,35.84,1/7/2022,Mall of Istanbul
I264565,C986894,Food & Beverage,3,15.69,4/11/2022,Emaar Square Mall
I319953,C177070,Toys,2,71.68,12/7/2022,Kanyon
I130664,C397164,Toys,5,179.2,5/12/2021,Istinye Park
I287674,C244707,Clothing,5,1500.4,14-11-2022,Cevahir AVM
I654531,C185306,Technology,3,3150,24-07-2022,Metrocity
I311322,C133918,Clothing,2,600.16,20-12-2021,Metrocity
I214051,C156182,Toys,2,71.68,7/1/2021,Viaport Outlet
I304182,C191576,Food & Beverage,2,10.46,3/3/2023,Metrocity
I217540,C976490,Shoes,1,600.17,10/12/2022,Mall of Istanbul
I113831,C107418,Cosmetics,3,121.98,4/9/2021,Kanyon
I978260,C114174,Shoes,5,3000.85,5/6/2022,Kanyon
I323126,C309533,Clothing,4,1200.32,4/8/2021,Metrocity
I159884,C264977,Clothing,2,600.16,28-01-2021,Metrocity
I207482,C522056,Clothing,4,1200.32,18-02-2022,Mall of Istanbul
I106226,C114563,Clothing,1,300.08,14-02-2021,Metrocity
I629461,C338072,Toys,5,179.2,5/7/2021,Emaar Square Mall
I678082,C201839,Toys,4,143.36,9/8/2022,Kanyon
I160994,C150756,Souvenir,4,46.92,12/4/2021,Mall of Istanbul
I257655,C123763,Food & Beverage,5,26.15,17-04-2021,Kanyon
I307880,C419471,Clothing,4,1200.32,2/9/2021,Kanyon
I813982,C268391,Clothing,4,1200.32,25-05-2022,Metropol AVM
I188502,C316921,Clothing,5,1500.4,20-01-2022,Cevahir AVM
I240305,C242588,Food & Beverage,4,20.92,6/6/2021,Mall of Istanbul
I196226,C136360,Clothing,4,1200.32,14-08-2021,Mall of Istanbul
I162717,C145201,Cosmetics,1,40.66,8/7/2022,Mall of Istanbul
I657317,C640274,Clothing,4,1200.32,24-08-2022,Istinye Park
I122325,C115076,Toys,1,35.84,5/7/2022,Mall of Istanbul
I286302,C294058,Toys,1,35.84,22-02-2023,Kanyon
I240103,C249022,Toys,5,179.2,31-10-2022,Mall of Istanbul
I140906,C161088,Toys,2,71.68,15-01-2022,Mall of Istanbul
I103498,C846574,Technology,2,2100,28-02-2023,Zorlu Center
I133188,C961128,Cosmetics,5,203.3,13-05-2022,Kanyon
I185418,C336668,Food & Beverage,1,5.23,22-02-2023,Metropol AVM
I121212,C301631,Toys,3,107.52,7/5/2022,Mall of Istanbul
I231548,C307822,Food & Beverage,1,5.23,21-02-2022,Cevahir AVM
I323357,C120048,Food & Beverage,2,10.46,1/12/2021,Cevahir AVM
I192056,C729678,Toys,3,107.52,26-10-2022,Metrocity
I289252,C298975,Food & Beverage,3,15.69,5/4/2022,Metropol AVM
I199764,C165647,Toys,5,179.2,28-09-2022,Mall of Istanbul
I526894,C165598,Shoes,1,600.17,7/11/2021,Kanyon
I829280,C127222,Books,5,75.75,1/3/2022,Kanyon
I303800,C203949,Souvenir,1,11.73,9/6/2021,Mall of Istanbul
I190430,C177971,Souvenir,2,23.46,27-12-2021,Zorlu Center
I285116,C298910,Clothing,1,300.08,13-08-2021,Mall of Istanbul
I159804,C143217,Clothing,4,1200.32,7/3/2021,Metropol AVM
I211820,C168016,Clothing,1,300.08,23-04-2021,Cevahir AVM
I265770,C537395,Technology,4,4200,28-05-2022,Forum Istanbul
I332328,C110489,Clothing,2,600.16,12/2/2023,Zorlu Center
I255318,C227199,Toys,4,143.36,31-08-2021,Kanyon
I951768,C223613,Clothing,4,1200.32,23-07-2022,Kanyon
I209823,C845044,Food & Beverage,5,26.15,15-11-2022,Metrocity
I212969,C183459,Clothing,4,1200.32,7/7/2022,Metrocity
I207479,C142409,Cosmetics,2,81.32,8/9/2021,Kanyon
I327570,C947567,Clothing,3,900.24,27-02-2022,Istinye Park
I270811,C599293,Shoes,5,3000.85,3/7/2022,Forum Istanbul
I541910,C389158,Clothing,2,600.16,15-02-2023,Istinye Park
I235697,C277048,Clothing,3,900.24,20-03-2021,Kanyon
I260677,C188828,Food & Beverage,1,5.23,16-02-2021,Kanyon
I407248,C248819,Clothing,4,1200.32,24-05-2021,Mall of Istanbul
I129303,C297507,Shoes,5,3000.85,20-11-2021,Istinye Park
I140860,C139839,Shoes,3,1800.51,31-03-2021,Cevahir AVM
I579918,C282925,Books,3,45.45,7/8/2022,Kanyon
I305705,C155381,Toys,5,179.2,6/8/2022,Mall of Istanbul
I295247,C131800,Cosmetics,1,40.66,19-09-2021,Metrocity
I846159,C168554,Toys,5,179.2,24-10-2022,Kanyon
I575661,C305286,Cosmetics,4,162.64,28-01-2021,Metrocity
I259330,C864007,Food & Beverage,3,15.69,26-03-2022,Viaport Outlet
I284757,C326017,Technology,3,3150,6/4/2022,Metrocity
I300499,C265214,Cosmetics,1,40.66,9/8/2022,Metrocity
I906019,C110415,Cosmetics,1,40.66,28-09-2021,Kanyon
I259287,C230958,Technology,4,4200,25-09-2022,Emaar Square Mall
I449372,C260792,Technology,5,5250,23-07-2021,Emaar Square Mall
I181707,C225533,Shoes,1,600.17,26-08-2021,Mall of Istanbul
I209426,C269798,Clothing,1,300.08,2/2/2023,Metropol AVM
I327557,C157245,Cosmetics,1,40.66,23-02-2021,Mall of Istanbul
I428590,C115735,Clothing,1,300.08,9/4/2022,Metrocity
I122365,C339313,Shoes,5,3000.85,19-05-2022,Metropol AVM
I230863,C403473,Clothing,2,600.16,23-04-2021,Kanyon
I965268,C236569,Clothing,2,600.16,11/8/2021,Kanyon
I182456,C510893,Cosmetics,3,121.98,30-11-2021,Metropol AVM
I736672,C335601,Shoes,2,1200.34,5/2/2023,Istinye Park
I129096,C203828,Toys,1,35.84,24-03-2022,Mall of Istanbul
I318501,C553138,Clothing,5,1500.4,4/1/2022,Mall of Istanbul
I113935,C306037,Cosmetics,3,121.98,20-02-2022,Metrocity
I288009,C277241,Clothing,5,1500.4,19-06-2021,Emaar Square Mall
I207438,C296016,Shoes,1,600.17,12/1/2021,Forum Istanbul
I935384,C214267,Shoes,4,2400.68,16-07-2021,Metrocity
I282567,C719929,Toys,4,143.36,8/9/2022,Kanyon
I128704,C148946,Shoes,5,3000.85,8/10/2021,Metropol AVM
I332180,C270173,Clothing,3,900.24,3/1/2023,Zorlu Center
I234272,C143537,Shoes,5,3000.85,27-01-2021,Mall of Istanbul
I574286,C542805,Shoes,3,1800.51,19-08-2022,Mall of Istanbul
I315335,C216941,Food & Beverage,2,10.46,8/4/2022,Kanyon
I273507,C122810,Food & Beverage,4,20.92,6/7/2022,Mall of Istanbul
I385443,C164848,Toys,2,71.68,4/10/2021,Cevahir AVM
I609205,C158544,Toys,3,107.52,11/12/2022,Metrocity
I307283,C249624,Shoes,4,2400.68,2/5/2021,Metropol AVM
I333740,C173460,Food & Beverage,3,15.69,19-11-2021,Mall of Istanbul
I642894,C216196,Clothing,5,1500.4,25-10-2022,Kanyon
I585369,C176824,Cosmetics,2,81.32,27-09-2022,Zorlu Center
I134614,C217015,Books,1,15.15,7/5/2022,Metrocity
I843700,C333920,Toys,4,143.36,7/3/2022,Istinye Park
I883354,C273085,Food & Beverage,3,15.69,15-11-2021,Forum Istanbul
I142008,C514998,Clothing,3,900.24,22-11-2022,Istinye Park
I653363,C134444,Technology,4,4200,22-02-2023,Metropol AVM
I292705,C243627,Toys,1,35.84,16-01-2022,Kanyon
I226236,C204686,Souvenir,5,58.65,15-10-2021,Zorlu Center
I203026,C227713,Shoes,4,2400.68,31-05-2021,Mall of Istanbul
I196933,C136624,Toys,4,143.36,18-09-2021,Zorlu Center
I774703,C221276,Cosmetics,3,121.98,29-07-2021,Viaport Outlet
I164681,C488937,Food & Beverage,5,26.15,9/3/2021,Emaar Square Mall
I227150,C104848,Books,2,30.3,10/9/2022,Metropol AVM
I175803,C271965,Shoes,1,600.17,16-02-2021,Zorlu Center
I172050,C294239,Toys,2,71.68,19-12-2022,Istinye Park
I197435,C189456,Food & Beverage,4,20.92,1/9/2022,Metrocity
I279691,C653528,Toys,1,35.84,26-10-2022,Istinye Park
I295362,C682520,Clothing,2,600.16,31-03-2022,Metrocity
I126882,C116476,Shoes,1,600.17,1/5/2022,Kanyon
I500768,C222619,Food & Beverage,1,5.23,28-04-2022,Mall of Istanbul
I311982,C187092,Clothing,1,300.08,8/1/2021,Emaar Square Mall
I333240,C182258,Technology,1,1050,2/11/2022,Zorlu Center
I203109,C263829,Clothing,3,900.24,9/1/2023,Kanyon
I332499,C321890,Toys,3,107.52,12/8/2021,Kanyon
I262237,C790440,Toys,5,179.2,9/8/2021,Viaport Outlet
I324635,C195222,Cosmetics,3,121.98,28-02-2023,Forum Istanbul
I193298,C109957,Toys,2,71.68,6/4/2022,Kanyon
I172560,C229345,Books,5,75.75,12/2/2022,Metropol AVM
I108183,C315937,Souvenir,4,46.92,19-04-2021,Metrocity
I160977,C409478,Shoes,3,1800.51,30-11-2022,Kanyon
I387593,C465749,Technology,3,3150,22-01-2022,Cevahir AVM
I244387,C520269,Food & Beverage,4,20.92,6/12/2021,Metropol AVM
I137067,C749175,Food & Beverage,3,15.69,14-03-2021,Mall of Istanbul
I161412,C325429,Clothing,2,600.16,15-01-2023,Metropol AVM
I406013,C172693,Clothing,1,300.08,9/1/2022,Metrocity
I310906,C991924,Toys,5,179.2,15-12-2022,Metropol AVM
I772512,C888641,Shoes,4,2400.68,10/12/2022,Metrocity
I277740,C131122,Cosmetics,4,162.64,30-07-2021,Mall of Istanbul
I106049,C177444,Clothing,3,900.24,9/1/2021,Metrocity
I726500,C252078,Clothing,3,900.24,18-06-2022,Metropol AVM
I145206,C329890,Food & Beverage,4,20.92,6/5/2022,Viaport Outlet
I636195,C325853,Clothing,4,1200.32,4/7/2021,Metropol AVM
I340153,C120083,Food & Beverage,5,26.15,28-03-2021,Mall of Istanbul
I121221,C337811,Clothing,5,1500.4,23-02-2021,Cevahir AVM
I171075,C316170,Food & Beverage,4,20.92,26-02-2022,Kanyon
I315304,C185952,Books,3,45.45,1/2/2021,Viaport Outlet
I154514,C825390,Food & Beverage,3,15.69,8/2/2023,Kanyon
I896256,C319967,Toys,1,35.84,15-06-2022,Kanyon
I987766,C208880,Clothing,3,900.24,29-12-2022,Istinye Park
I333637,C256993,Shoes,5,3000.85,7/2/2023,Metrocity
I114334,C199708,Cosmetics,4,162.64,10/1/2023,Metropol AVM
I160092,C186391,Clothing,5,1500.4,13-05-2021,Forum Istanbul
I117166,C113471,Shoes,3,1800.51,3/9/2021,Zorlu Center
I435671,C969814,Food & Beverage,2,10.46,28-11-2021,Kanyon
I146366,C332527,Toys,3,107.52,2/1/2021,Cevahir AVM
I446538,C936042,Clothing,3,900.24,27-01-2023,Metropol AVM
I322053,C171065,Toys,5,179.2,30-09-2022,Cevahir AVM
I262593,C222472,Technology,4,4200,9/9/2021,Emaar Square Mall
I194073,C148344,Clothing,3,900.24,7/10/2022,Kanyon
I238019,C525176,Clothing,1,300.08,11/3/2021,Istinye Park
I325338,C163853,Souvenir,4,46.92,14-01-2023,Metropol AVM
I133507,C311454,Cosmetics,4,162.64,7/2/2023,Kanyon
I631050,C200397,Technology,2,2100,13-04-2022,Forum Istanbul
I122826,C203706,Clothing,4,1200.32,29-01-2021,Metrocity
I196148,C125423,Clothing,1,300.08,12/1/2021,Mall of Istanbul
I272613,C386545,Clothing,2,600.16,27-02-2023,Viaport Outlet
I112980,C254185,Clothing,5,1500.4,6/11/2022,Istinye Park
I264269,C242613,Souvenir,2,23.46,9/2/2021,Metropol AVM
I122467,C145664,Shoes,3,1800.51,19-10-2021,Kanyon
I261510,C248651,Clothing,3,900.24,11/1/2021,Emaar Square Mall
I223983,C276858,Cosmetics,2,81.32,27-05-2021,Kanyon
I224869,C111428,Food & Beverage,2,10.46,15-07-2022,Cevahir AVM
I328975,C167026,Shoes,4,2400.68,25-08-2022,Viaport Outlet
I149257,C132651,Cosmetics,5,203.3,29-04-2022,Forum Istanbul
I949516,C119833,Shoes,4,2400.68,3/10/2022,Forum Istanbul
I148208,C151854,Cosmetics,2,81.32,4/2/2023,Metrocity
I108055,C282600,Clothing,4,1200.32,4/9/2022,Kanyon
I190080,C210039,Shoes,3,1800.51,22-05-2021,Kanyon
I225867,C645118,Souvenir,1,11.73,2/12/2021,Emaar Square Mall
I126178,C144924,Clothing,5,1500.4,17-08-2022,Metrocity
I310785,C206300,Clothing,2,600.16,15-03-2022,Istinye Park
I912460,C322171,Toys,1,35.84,21-04-2021,Kanyon
I378633,C261814,Books,1,15.15,14-04-2021,Kanyon
I715094,C316342,Clothing,4,1200.32,8/9/2022,Istinye Park
I290795,C556370,Clothing,5,1500.4,1/5/2022,Kanyon
I430116,C328028,Cosmetics,2,81.32,15-11-2022,Metropol AVM
I221356,C772500,Clothing,1,300.08,18-01-2022,Istinye Park
I194341,C104772,Toys,4,143.36,25-06-2022,Emaar Square Mall
I292471,C328826,Food & Beverage,3,15.69,20-01-2022,Metrocity
I810897,C116571,Cosmetics,1,40.66,3/12/2022,Viaport Outlet
I748958,C235456,Cosmetics,4,162.64,18-07-2022,Kanyon
I297425,C246132,Cosmetics,2,81.32,17-07-2021,Istinye Park
I866663,C162120,Clothing,2,600.16,10/11/2021,Metropol AVM
I142155,C255435,Clothing,3,900.24,27-01-2023,Kanyon
I180257,C123799,Souvenir,5,58.65,1/1/2023,Mall of Istanbul
I348771,C190682,Toys,1,35.84,2/7/2021,Metropol AVM
I311461,C168512,Clothing,1,300.08,22-12-2021,Metrocity
I249557,C105567,Clothing,4,1200.32,22-05-2021,Istinye Park
I684727,C252199,Clothing,1,300.08,7/2/2022,Forum Istanbul
I296813,C199828,Clothing,1,300.08,27-02-2022,Metropol AVM
I147719,C303856,Toys,4,143.36,22-05-2021,Emaar Square Mall
I247513,C191339,Clothing,1,300.08,10/8/2022,Kanyon
I174900,C297294,Shoes,2,1200.34,14-04-2021,Cevahir AVM
I263929,C247889,Clothing,4,1200.32,8/6/2022,Kanyon
I248986,C557143,Clothing,4,1200.32,21-12-2021,Mall of Istanbul
I954929,C190901,Clothing,5,1500.4,19-01-2022,Metrocity
I138181,C285820,Cosmetics,4,162.64,20-05-2021,Forum Istanbul
I894117,C112742,Food & Beverage,3,15.69,15-06-2021,Cevahir AVM
I170936,C842517,Clothing,4,1200.32,29-01-2023,Zorlu Center
I145679,C136306,Toys,3,107.52,9/3/2022,Cevahir AVM
I453645,C207325,Clothing,1,300.08,27-06-2021,Kanyon
I431697,C251634,Food & Beverage,3,15.69,31-07-2021,Emaar Square Mall
I506854,C296081,Clothing,4,1200.32,28-07-2021,Emaar Square Mall
I918943,C302170,Cosmetics,2,81.32,9/1/2021,Metropol AVM
I137737,C176516,Cosmetics,4,162.64,12/1/2023,Mall of Istanbul
I192096,C116035,Books,4,60.6,28-12-2022,Mall of Istanbul
I198092,C212567,Cosmetics,1,40.66,9/1/2022,Kanyon
I878035,C246082,Food & Beverage,4,20.92,18-11-2021,Kanyon
I311904,C143493,Clothing,2,600.16,5/9/2022,Kanyon
I734630,C323810,Shoes,2,1200.34,6/8/2022,Mall of Istanbul
I208914,C282669,Clothing,5,1500.4,26-02-2021,Mall of Istanbul
I293653,C504520,Books,5,75.75,20-07-2021,Cevahir AVM
I302119,C680657,Food & Beverage,2,10.46,4/5/2022,Metropol AVM
I299991,C167463,Books,4,60.6,15-01-2022,Kanyon
I194912,C608940,Books,1,15.15,7/10/2021,Metrocity
I402585,C241118,Toys,4,143.36,19-09-2021,Emaar Square Mall
I254533,C379953,Toys,5,179.2,29-10-2022,Metrocity
I177256,C520629,Clothing,5,1500.4,11/1/2023,Mall of Istanbul
I107920,C811479,Clothing,3,900.24,28-09-2022,Forum Istanbul
I255746,C182346,Cosmetics,5,203.3,5/2/2021,Kanyon
I323641,C224747,Cosmetics,1,40.66,15-07-2022,Forum Istanbul
I956396,C594660,Shoes,3,1800.51,31-08-2021,Metropol AVM
I913635,C975327,Food & Beverage,2,10.46,23-06-2022,Emaar Square Mall
I338037,C201582,Clothing,1,300.08,2/12/2022,Istinye Park
I137174,C325284,Food & Beverage,4,20.92,27-04-2022,Kanyon
I240969,C564016,Cosmetics,2,81.32,30-04-2022,Mall of Istanbul
I264020,C255611,Clothing,5,1500.4,3/2/2022,Kanyon
I163469,C142501,Clothing,3,900.24,14-11-2021,Metrocity
I225523,C114155,Clothing,5,1500.4,24-03-2022,Kanyon
I968657,C193031,Food & Beverage,5,26.15,31-10-2021,Metrocity
I326702,C322496,Clothing,2,600.16,19-12-2022,Cevahir AVM
I265684,C149974,Food & Beverage,1,5.23,29-01-2021,Istinye Park
I280897,C350740,Technology,1,1050,17-09-2022,Metrocity
I664214,C303243,Technology,1,1050,28-08-2022,Viaport Outlet
I137514,C418876,Clothing,3,900.24,13-10-2022,Kanyon
I869464,C336875,Clothing,3,900.24,27-01-2021,Forum Istanbul
I207282,C328672,Clothing,3,900.24,20-02-2021,Metropol AVM
I517167,C260984,Clothing,4,1200.32,16-06-2021,Metropol AVM
I226999,C146923,Food & Beverage,1,5.23,19-07-2022,Metrocity
I123828,C132261,Toys,1,35.84,12/4/2021,Metrocity
I298262,C221985,Clothing,2,600.16,26-02-2022,Metrocity
I278304,C271612,Toys,4,143.36,21-08-2022,Kanyon
I745959,C207121,Technology,2,2100,20-01-2023,Mall of Istanbul
I327321,C325614,Clothing,3,900.24,8/10/2022,Istinye Park
I162206,C313712,Cosmetics,2,81.32,19-07-2021,Zorlu Center
I230232,C161936,Books,4,60.6,27-09-2021,Mall of Istanbul
